,title,year,kind,genre,rating,vote,country,language,cast,director,writer,runtime
281,Monkeybone,2001.0,movie,"['Animation', 'Comedy', 'Fantasy']",4.8,17398.0,['United States'],['English'],"['Brendan Fraser', 'Bridget Fonda', 'John Turturro', 'Chris Kattan', 'Giancarlo Esposito', 'Rose McGowan', 'Dave Foley', 'Megan Mullally', 'Bob Odenkirk', 'Pat Kilbane', 'Lisa Zane', 'Whoopi Goldberg', 'Sandra Thigpen', 'Wayne Wilderson', 'Amy Higgins', 'Alan Gelfant', 'Kristin Norton', 'Chris Hogan', 'Lucy Butler', 'John Sylvain', 'Lou Romano', 'Leon Laderach', 'Scott Rogers', 'Cris Thomas-Palomino', 'Tony Panterra', 'Ted Rooney', 'Christopher Franciosa', 'Mary Stein', 'Fred Pierce', 'Harper Roisman', 'Kristopher Logan', 'Scott Workman', 'Shawnee Free Jones', 'Ilia Volok', 'Edgar Allan Poe IV', 'Claudette Mink', 'Jon Bruno', 'Owen Masterson', 'Jen Sung', 'Tracy Zahoryin', 'Sunshine Deia Tutt', 'Jo Haugen Gash', 'Lindsay Bryan', 'Brooke Boisse', 'Meron Abebe', 'Mie Kringelbach', 'Rex Reddick', 'Sybil Azur', 'Anne Fletcher', 'Diane Mizota', 'Etty Lau', 'LaTonya Holmes', 'Lesli Jean Matta', 'Dawn Soler', 'Miko Watanbe', 'Frankie Pine', 'Anne King', 'Rachen Assapiomonwait', 'Veena Bidasha', 'Michael Anthony Jackson', 'Doug Jones', 'Arturo Gil', 'Jody St. Michael', 'Frit Fuller', 'Frat Fuller', 'Brian Steele', 'Leif Tilden', 'Tom Fisher', 'Joseph S. Griffo', 'Kim Timbers-Patteri', 'Lisa Ebeyer', 'Wayne Doba', 'Mark Viniello', 'Nathan Stein', 'Ed Holmes', 'Erica Gudis', 'Melinda Miamor', 'Caroline A. Rice', 'Michael L. Hammond', 'Joe Ranft', 'Bruce Lanoil', 'Debi Durst', 'Phil Brotherton', 'Roger Jackson', 'Jym Dingler', 'Leslie Hedger', 'Toby Gleason', 'Allan Trautman', 'Mike Mitchell', 'Lee Armstrong', 'Randall Bosley', 'Brendan Burns', ""Robert 'Duckie' Carpenter"", 'Thomas Haden Church', 'Jamie Donovan', 'Roger Ferreira', 'Wendy Fowler', 'Peter Gardner', 'Paul Guiles', 'Harry Jay Knowles', 'Jason Kravits', 'Jim Kundig', 'Pons Maar', 'Skyler Marshall', 'George Meyers', 'Bridget Oberlin', 'Uwe Schwarzwalder', 'Michelle Shaffer', 'Tom Tangen', 'Dina Torok', 'D. Danny Warhol']",['Henry Selick'],"['Kaja Blackley', 'Sam Hamm']",115.0
282,Yojimbo,1961.0,movie,"['Action', 'Drama', 'Thriller']",8.2,117088.0,['Japan'],['Japanese'],"['Toshirô Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa', 'Isuzu Yamada', 'Daisuke Katô', 'Seizaburô Kawazu', 'Takashi Shimura', 'Hiroshi Tachikawa', 'Yôsuke Natsuki', 'Eijirô Tôno', 'Kamatari Fujiwara', 'Ikio Sawamura', 'Atsushi Watanabe', 'Susumu Fujita', 'Kyû Sazanka', 'Kô Nishimura', 'Takeshi Katô', 'Ichirô Nakatani', 'Sachio Sakai', 'Akira Tani', 'Tsunagorô Rashômon', 'Yoshio Tsuchiya', 'Gen Shimizu', 'Yutaka Sada', 'Shin Ôtomo', 'Shôichi Hirose', 'Hideyo Amamoto', 'Shôji Ôki', 'Fuminori Ôhashi', 'Hiroshi Yoseyama', 'Senkichi Ômura', 'Noriko Honma', 'Ryusuke Nishio', 'Naoya Kusakawa', 'Nadao Kirino', 'Jun Ôtomo', 'Shinpei Takagi', 'Akio Kusama', 'Yasuzô Ogawa', 'Hiroshi Takagi', ""Jun'ichirô Mukai"", 'Fumiyoshi Kamagaya', 'Ichirô Chiba', 'Haruya Sakamoto', 'Rinsaku Ogata', 'Fumio Kogushi', 'Yoko Terui', 'Hiromi Mineoka', 'Michiko Kawa', 'Jerry Fujio', 'Haruo Nakajima']",['Akira Kurosawa'],"['Akira Kurosawa', 'Akira Kurosawa', 'Ryûzô Kikushima']",127.0
283,Jim Breuer: Hardcore,2002.0,movie,"['Documentary', 'Comedy']",7.2,259.0,['United States'],['English'],['Jim Breuer'],['Paul Miller'],['Jim Breuer'],98.0
284,Angel on Fire,1995.0,movie,['Action'],4.7,65.0,"['Taiwan', 'Hong Kong', 'Philippines']","['Tagalog', 'Mandarin', 'Filipino', 'Cantonese', 'English']","['Cynthia Khan', 'Ronnie Ricketts', 'Pan Pan Yeung', 'Melanie Marquez', 'Anthony Alonzo', 'Tom Tom', 'Darren Shahlavi', 'Mike Cassey', 'Winston Ellis', 'Jim Gaines', 'Mark Houghton', 'Phillip Ko', 'Chun-Wah Lee', 'Waise Lee']",['Phillip Ko'],"['Mike Cassey', 'Mike Cassey', 'Phillip Ko']",80.0
285,America's Dream,1996.0,tv movie,['Drama'],6.1,549.0,['United States'],['English'],"['Danny Glover', 'Wesley Snipes', 'Lorraine Toussaint', 'Tate Donovan', 'Norman D. Golden II', 'Susanna Thompson', 'Jasmine Guy', 'Tina Lifford', 'Carl Lumbly', 'Bennet Guillory', 'Danny Kamin', 'RaéVen Kelly', 'Timothy Carhart', 'Summer Ross Jefferson', 'Vanessa Bell Calloway', 'Winter Elaine Jefferson', 'Amanda Addison', 'Kevin Jamal Woods', 'Ruth Beckford', 'Yolanda King', 'Douglas Cunningham']","['Paris Barclay', 'Bill Duke', 'Kevin Rodney Sullivan']","['Maya Angelou', 'John Henrik Clarke', 'Ron Stacker Thompson']",84.0
286,Judaai,1997.0,movie,"['Comedy', 'Drama', 'Romance']",6.1,2335.0,['India'],['Hindi'],"['Anil Kapoor', 'Sridevi', 'Urmila Matondkar', 'Paresh Rawal', 'Saeed Jaffrey', 'Farida Jalal', 'Johnny Lever', 'Upasna Singh', 'Mehmood Jr.', 'Omkar Kapoor', 'Baby Alisha', 'Shezaad', 'Dharmesh Tiwari', 'Dinesh Hingoo', 'Anil Saxena', 'Balwant Bansal', 'Rachna Dhawan', 'Kader Khan', 'Poonam Dhillon', 'Virat Raj Gupta']",['Raj Kanwar'],"['Jainendra Jain', 'S.V. Krishna Reddy', 'S.V. Krishna Reddy']",40.0
287,Sesame Street: Sing Yourself Silly!,1990.0,video movie,"['Animation', 'Short', 'Comedy', 'Family', 'Fantasy', 'Music']",7.2,21.0,['United States'],"['English', 'Spanish']","['Caroll Spinney', 'Frank Oz', 'Jerry Nelson', 'Richard Hunt', 'Kevin Clash', 'David Rudman', 'Pam Arciero', 'Cheryl Blaylock', 'Edward G. Christie', 'Michael Earl', 'James J. Kroupa', 'Noel MacNeal', 'Brian Meehl', 'Kathryn Mullen', 'Karen Prell', 'Caroly Wilcox', 'Bryant Young', 'Jim Henson', 'Emilio Delgado', 'Sonia Manzano', 'Carl Banks', 'John Candy', 'Celia Cruz', 'Jane Curtin', 'Danny DeVito', 'Keith Hernandez', 'Mark Ingram', 'Jeremy Irons', 'Gordon Jackson', 'Madeline Kahn', 'Ladysmith Black Mambazo', 'Sean Landeta', 'Wynton Marsalis', 'Jean Marsh', 'Andrea Martin', 'Karl Nelson', 'Itzhak Perlman', 'Rhea Perlman', 'Paul Reubens', 'Pete Seeger', 'Paul Simon', 'James Taylor', 'Mookie Wilson', 'Joe Williams', 'Jeanie Bennett', 'Jim Kweskin', 'Jim Thurman', 'Steve Zuckerman', 'Fran Brill', 'Martin P. Robinson']","['Jon Stone', 'Lisa Simon']","['Tony Geiss', 'Christopher Cerf', 'Emily Perl Kingsley']",97.0
288,My Scene Goes Hollywood: The Movie,2005.0,video movie,['Animation'],6.3,382.0,['United States'],['English'],"['Kathleen Barr', 'Kelly Sheridan', 'Nicole Bouma', 'Tegan Moss', 'Meghan Black', 'Brenda Crichlow', 'Saffron Henderson', 'Terry Klassen', 'Alessandro Juliani', 'Shane Meier', 'Kirby Morrow', 'Mark Hildreth', 'Sam Vincent', 'Ashleigh Ball', 'Lindsay Lohan', 'Harvey Weinstein', 'Ellie Elissa Eddy', 'Aden Hakimi', 'Danielle Judovits']",['Eric Fogel'],['Elise Allen'],90.0
289,Le Petit Soldat,1963.0,movie,"['Drama', 'War']",7.2,6782.0,['France'],['French'],"['Michel Subor', 'Anna Karina', 'Henri-Jacques Huet', 'Paul Beauvais', 'László Szabó', 'Georges de Beauregard', 'Gilbert Edard', 'Jean-Luc Godard']",['Jean-Luc Godard'],['Jean-Luc Godard'],104.0
290,Sesame Street: Elmo Saves Christmas,1996.0,video movie,['Family'],6.5,338.0,['United States'],['English'],"['Maya Angelou', 'Charles Durning', 'Harvey Fierstein', 'Kevin Clash', 'Caroll Spinney', 'Jerry Nelson', 'Noel MacNeal', 'Martin P. Robinson', 'Jim Martin', 'Fran Brill', 'Alice Dinnean', 'David Rudman', 'Bryant Young', 'Joey Mazzarino', 'John Tartaglia', 'Carmen Osbahr', 'Matt Vogel', 'Pam Arciero', 'Steve Whitmire', 'Peter Linz', 'Frank Oz', 'Sonia Manzano', 'Emilio Delgado', 'Bob McGrath', 'Alison Bartlett', 'Roscoe Orman', 'David Langston Smyrl', 'Carlo Alban', '14 Karat Soul', 'Desiree Casado', 'Mara Feinstein', 'Naomi Hernandez', 'Andrew Mackasek', 'Theresa Sophia Rivera']",['Emily Squires'],"['Christine Ferraro', 'Tony Geiss']",16.0
291,The Eye 2,2004.0,movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",5.7,4790.0,"['Hong Kong', 'Singapore']","['Cantonese', 'English', 'Thai', 'Mandarin']","['Thanarat Poonnarattanakul', 'Shu Qi', 'Nuhtiya Puppatokasub', 'Phatanasri Posayanonth', 'Yongyut Jamsai', 'Montren Mongkon', 'Supasawat Buranavech', 'Wanchai Srimuang', 'Phurida Vijitphan', 'Damrong Phutaramgsee', 'Songdad Yapanga', 'Jesdaporn Pholdee', 'Porntip Kunphasert', 'Jongchai Poomrmarin', 'Derek Tsang', 'Eugenia Yuan', 'Xiao Li Yuan', 'Shirely Ong', 'San Yow', 'May Phua', 'Rayson Tan', 'Lam Vengium', 'Sandy Ng', 'Chi Tai Lam', 'Connie Lai', 'Alan Tern', 'Vincent Cheng', 'Ben Cheng', 'Yuan Yuan Ren', 'Chuwong Earsakul', 'Harasawin Lee', 'Yee-Man Yuen', 'Kwai Ying Cheung', ""Man Fan 'Fanny' Lee"", 'Yiu Kwai Cheung', 'Kamolchanok Kantidilok Wongsa', 'Tanyalak Muang Wong', 'Phillip Chung-Fung Kwok', 'Prayuun Teanchalernwong', 'Ken Wu', 'Hui Wai Ling', 'Kit Ying Ho', 'Chung Tsz Hin', 'Sze Mun', 'Ploy Kittipan', 'Au Shui Shan', 'Brandon Wong', 'Michelle Cheow', 'Ding Chu Hui', 'Panatdar Clongchengpuen', 'San Leung', 'Ping Tong', 'Tam Yee Chun', 'Jarin Seubsakul', 'Narisa Tungareankai', 'Chaiwat Ngamngan', 'Karn Yamsawad', 'Piew Thongkam', 'Narit Makgot', 'Waan Sangduam', 'Duangneat Manhong', 'Chuay Yanneat', 'Pongsri Chalermrat', 'Pom Songrattana', 'Somrak Thanathorn', 'Lawrence Chou']","['Danny Pang', 'Oxide Chun Pang']","['Yuet-Jan Hui', 'Lawrence Cheng', 'Yuet-Jan Hui']",375.0
292,Frank Sinatra: The Main Event,1974.0,movie,"['Documentary', 'Music']",8.0,99.0,['United States'],['English'],"['Frank Sinatra', 'Howard Cosell', 'Mike Douglas', 'Woody Herman', 'John V. Lindsay', 'Buddy Rich', 'Carol Channing', 'William Conrad', 'Walter Cronkite', 'Sammy Davis Jr.', 'Jack Haley Jr.', 'Rex Harrison', 'Dean Martin', 'Liza Minnelli', 'Robert Redford', 'Jilly Rizzo', 'Gloria Vanderbilt']",['Bill Carruthers'],['Rich Eustis'],116.0
293,The Murder of Roger Ackroyd,2000.0,episode,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.3,1979.0,"['United Kingdom', 'United States']",['English'],"['David Suchet', 'Philip Jackson', 'Oliver Ford Davies', 'Malcolm Terris', 'Selina Cadell', 'Daisy Beaumont', 'Flora Montgomery', 'Nigel Cooke', 'Jamie Bamber', 'Roger Frost', 'Vivien Heilbron', 'Gregor Truter', 'Rosalind Bailey', 'Liz Kettle', 'Charles Simon', 'Chas Early', 'Graham Chinn', 'Clive Brunt', 'Alice Hart', 'Philip Wrigley', 'Phil Atkinson', 'Tony Red Richards']",['Andrew Grieve'],"['Agatha Christie', 'Clive Exton']",87.0
294,The New Eve,1999.0,movie,"['Comedy', 'Drama', 'Romance']",6.1,586.0,"['France', 'Portugal']",['French'],"['Karin Viard', 'Pierre-Loup Rajot', 'Catherine Frot', 'Sergi López', 'Mireille Roussel', 'Nozha Khouadra', 'Laurent Lucas', 'Valentine Vidal', 'François Caron', 'Frédéric Gélard', 'Jean-François Gallotte', 'Gisèle Joly', 'Nora Armani', 'Alain Baudy', 'Emmanuel Quatra', 'Philippe Lehembre', 'Vincent Winterhalter', 'Morgane Lombard', 'Pierre Baux', 'Simon Bakhouche', 'François Forêt', 'Françoise Sakalauskaite', 'Christophe Loizillon', 'Hélène Alexandridis', 'Olivier Jahan', 'Aurélia Petit', 'Dominique Charpentier', 'Michel Jeanjean', 'Louise Moureau', 'Jeanne Moureau', 'Benoît Penven', 'Tibault Penven', 'Thibault Boitier', 'Charly Sital', 'Vanessa Sital', 'Isabelle Hetier', 'René Hernandez', 'David Léotard', 'Olivier Bouthillier', 'Emmanuel Doucet', 'Laurence Cormerais', 'Eva Ionesco', 'Lyia Terki']",['Catherine Corsini'],"['Catherine Corsini', 'Marc Syrigas', 'Emmanuel Bourdieu']",120.0
295,Attack of the Killer Tomatoes!,1978.0,movie,"['Adventure', 'Comedy', 'Horror', 'Musical', 'Sci-Fi']",4.7,13259.0,['United States'],['English'],"['David Miller', 'George Wilson', 'Sharon Taylor', 'J. Stephen Peace', 'Ernie Meyers', 'Eric Christmas', 'Ron Shapiro', 'Al Sklar', 'Jerrold Anderson', 'Don Birch', 'Tom Coleman', 'Art K. Koustik', 'Jack Nolen', 'Paul Oya', 'John Qualls', 'Alan Scharf', 'Gary Smith', 'Byron Teegarden', 'Doug Vernon', 'Dean Grell', 'Jack Riley', 'Von Schauer', 'Cindy Charles', 'Joe Price', 'Gordon Ross', 'D. Wayne Cyphert', 'Efemia Dillon', 'Rebecca Birch', 'Nigel Barber', 'John De Bello', 'Paul Abbot', 'Gregg Berger', 'Wayne Wynne', 'Chad Demmon', 'Ellen Drexler', 'Burt Miller', 'Richard Curtis', 'Hal Chidnoff', 'David Hall', 'Benita Barton', 'Steve Cates', 'Brian Cantwell', 'Lydia Hannibal', 'James De Bello', 'Richard Buresh', 'Dan Walsh', 'Hutch the Dog', 'Riba Nolan', 'Costa Dillon', 'Mike Niederman', 'Jim Hess', 'D.J. Sullivan', 'Oscar Granquist', 'Paul Lauden', 'Michael R. Seewald', 'Dana Ashbrook', 'Gordon Browning', 'Patrick Browning', 'Ben Cassel', 'Robert Cox', 'Elissa Groh', 'Randee Lynne Jensen', 'Skot Pierson', 'Marc Sandknop', 'Ralph Waxman', 'Donna Woodrum']",['John De Bello'],"['Costa Dillon', 'John De Bello', 'J. Stephen Peace']",97.0
296,Lawn Dogs,1997.0,movie,['Drama'],7.5,7885.0,['United Kingdom'],['English'],"['Mischa Barton', 'Sam Rockwell', 'Christopher McDonald', 'Kathleen Quinlan', 'Miles Meehan', 'Bruce McGill', 'David Barry Gray', 'Eric Mabius', 'Angie Harmon', 'José Orlando Araque', 'Beth Grant', 'Tom Aldredge', 'Odin the Dog', 'Tafeki the Dog', 'John Bacon', 'Khris Colgate']",['John Duigan'],['Naomi Wallace'],98.0
297,Thomas and Friends: Thomas's Snowy Surprise,2003.0,movie,['Family'],6.5,42.0,"['United States', 'United Kingdom']",['English'],['Alec Baldwin'],['David Mitton'],"['James Mason', 'David Mitton']",98.0
298,Forgotten Silver,1995.0,tv movie,['Comedy'],7.5,5938.0,['New Zealand'],"['English', 'Cantonese']","['Jeffrey Thomas', 'Costa Botes', 'Marguerite Hurst', 'Peter Jackson', 'Leonard Maltin', 'Johnny Morris', 'Sam Neill', ""John O'Shea"", 'Lindsay Shelton', 'Harvey Weinstein', 'Beatrice Ashton', 'Peter Corrigan', 'Julie Holmes', 'Isaac Lucas', 'Charlie McClellan', 'Sarah McLeod', 'George Port', 'Thomas Robins', 'Richard Shirtcliffe', 'Richard Taylor', 'Gallina Thurshead', 'Davina Whitehouse']","['Costa Botes', 'Peter Jackson']","['Peter Jackson', 'Costa Botes']",51.0
299,For Keeps?,1988.0,movie,"['Comedy', 'Drama', 'Romance']",6.0,4661.0,['United States'],"['English', 'French']","['Molly Ringwald', 'Randall Batinkoff', 'Kenneth Mars', 'Miriam Flynn', 'Conchata Ferrell', 'Sharon Brown', 'John Zarchen', 'Pauly Shore', 'Michelle Downey', 'Patricia Barry', 'Janet MacLachlan', 'Jaclyn Bernstein', 'Matthew Licht', 'Renée Estevez', 'Darcy DeMoss', 'Leslie Bega', 'Helen Siff', 'Anne E. Curry', 'John DiSanti', 'Robert Nadder', 'Shane McCabe', 'Jack Ong', 'Sean Frye', 'Allison Roth', 'J. Trevor Edmond', 'Patricia Patts', 'Brandon Douglas', 'Kimberly Bailey', 'C. Darnell Rose', 'J.W. Fails', 'Monika Khoury', 'Kelly McMahan', 'Candy Peak', 'Robert Ruth', 'Barry Herman', 'Jeff Marshall', 'Peggy Walton-Walker', 'Bonnie Hellman', 'Larry Drake', 'Robin Morse', 'Steven Eckholdt', 'Marty Zagon', 'Annie Oringer', 'Pamela Harris', 'Hailey Ellen Quinn', 'Rae Worland', 'David De Lange', 'Roger Hampton', 'Tino Insana', 'Steven Barr', 'Nancy Abramson', 'Sandra Jansen', 'Jules Dean']",['John G. Avildsen'],"['Tim Kazurinsky', 'Denise DeClue']",128.0
300,Aimee & Jaguar,1999.0,movie,"['Biography', 'Drama', 'Romance', 'War']",7.2,6392.0,['Germany'],['German'],"['Maria Schrader', 'Juliane Köhler', 'Johanna Wokalek', 'Heike Makatsch', 'Elisabeth Degen', 'Detlev Buck', 'Inge Keller', 'Kyra Mladeck', 'Sarah Camp', 'Klaus Manchen', 'Margit Bendokat', 'Jochen Stern', 'Peter Weck', 'Lia Dultzkaya', 'Dani Levy', 'Hans-Christoph Blumenberg', 'Rüdiger Hacker', 'Rosel Zech', 'Ulrich Matthes', 'Dorkas Kiefer', 'Désirée Nick', 'Patrizia Moresco', 'Karen Friesicke', 'Felix Bold', 'Jake Steinfeld', 'Yannick Richter', 'Henrik Meng', 'Bastian Trost', 'Klaus Koennecke', 'Barbara Focke', 'Gabriele Schulze', 'Falk Baumhauer', 'Ludwig Boettger', 'Wolfgang Woytt', 'Werner Rehm', 'Marc Bischoff', 'Karoline Siewinska', 'Jerzy Milton', 'Marta Lachova', 'Rebekka Fleming', 'Peer Jäger', 'Anette Felber', 'Helmut Ehmig', 'Klaus Schindler', 'Christoph Jacobi', 'Margritta Heyn', 'Klaus Hoser', 'Heinz Trixner', 'Dorothea Moritz', 'Carl Heinz Choynski', 'Frank Zimmermann', 'Christiane Passoth', 'Sabrina Schaumburg']",['Max Färberböck'],"['Max Färberböck', 'Rona Munro', 'Erica Fischer']",37.0
301,Odin,1985.0,movie,"['Animation', 'Sci-Fi']",5.4,183.0,['Japan'],['Japanese'],"['Toshio Furukawa', 'Edward Glen', 'Keiko Han', 'Stacey Gregg', 'Gorô Naya', 'Bob Sessions', 'Hideyuki Hori', 'Ian Tyler', 'Don Fellows', 'Norio Wakamoto', 'Stuart Milligan', 'Tesshô Genda', 'Peter Whitman', 'William Gaminara', 'Michael Morris', 'Peter Marinker', 'William Roberts', 'Tôru Furuya', 'Ryûji Saikachi', 'Noboru Matsuhashi', 'Sean Barrett', 'William Dufris', 'Nigel Greaves', 'Vincent Marzello']","['Takeshi Shirato', 'Eiichi Yamamoto', 'Toshio Masuda']","['Kazuo Kasahara', 'Toshio Masuda', 'Yoshinobu Nishizaki']",95.0
302,The Duellists,1977.0,movie,"['Drama', 'War']",7.4,22334.0,['United Kingdom'],"['English', 'Russian']","['Keith Carradine', 'Harvey Keitel', 'Albert Finney', 'Edward Fox', 'Cristina Raines', 'Robert Stephens', 'Tom Conti', 'John McEnery', 'Diana Quick', 'Alun Armstrong', 'Maurice Colbourne', 'Gay Hamilton', 'Meg Wynn Owen', 'Jenny Runacre', 'Alan Webb', 'Arthur Dignam', 'Matthew Guinness', 'Dave Hill', 'Neville Jason', 'Timothy Penrose', 'William Morgan Sheppard', 'Liz Smith', 'Anthony Douse', 'Hugh Fraser', 'Richard Graydon', 'Tim Hardy', 'William Hobbs', 'Michael Irving', 'Tony Mathews', 'Pete Postlethwaite', 'Jason Scott', 'Luke Scott', 'Stacy Keach', 'Paul Casson-Yardley', 'George Oliver']",['Ridley Scott'],"['Gerald Vaughan-Hughes', 'Joseph Conrad']",82.0
303,Ghost Light: Part Three,1989.0,episode,"['Adventure', 'Drama', 'Family', 'Sci-Fi']",7.4,412.0,['United Kingdom'],['English'],"['Sylvester McCoy', 'Sophie Aldred', 'Ian Hogg', 'Sylvia Syms', 'Michael Cochrane', 'Frank Windsor', 'Sharon Duce', 'Katharine Schlesinger', 'John Hallam', 'Carl Forgione', 'Cathy Munroe']",['Alan Wareing'],"['Marc Platt', 'Sydney Newman']",99.98411297440424
304,"Play It Again, Sam",1972.0,movie,"['Comedy', 'Romance']",7.6,25655.0,['United States'],"['English', 'Italian']","['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Jerry Lacy', 'Susan Anspach', 'Jennifer Salt', 'Joy Bang', 'Viva', 'Susanne Zenor', 'Diana Davila', 'Mari Fletcher', 'Michael Greene', 'Ted Markland', 'Ingrid Bergman', 'Humphrey Bogart', 'Tom Bullock', 'Jean De Briac', 'Mark Goddard', 'Paul Henreid', 'Martin Millard', 'Claude Rains', 'Bill Riddle', 'Erick Vinther']",['Herbert Ross'],"['Woody Allen', 'Woody Allen']",85.0
305,The Matrix Revolutions,2003.0,movie,"['Action', 'Sci-Fi']",6.8,466405.0,['United States'],"['English', 'French']","['Mary Alice', 'Tanveer K. Atwal', 'Helmut Bakaitis', 'Kate Beahan', 'Francine Bell', 'Monica Bellucci', 'Rachel Blackman', 'Henry Blasingame', 'Ian Bliss', 'David Bowers', 'Zeke Castelli', 'Collin Chou', 'Essie Davis', 'Laurence Fishburne', 'Nona Gaye', 'Dion Horstmans', 'Lachy Hulme', 'Christopher Kirby', 'Peter Lamb', 'Nathaniel Lees', 'Harry Lennix', 'Robert Mammone', 'Joe Manning', 'Maurice Morgan', 'Carrie-Anne Moss', 'Tharini Mudaliar', 'Rene Naufahu', 'Robyn Nevin', ""Genevieve O'Reilly"", 'Harold Perrineau', 'Jada Pinkett Smith', 'Kittrick Redmond', 'Keanu Reeves', 'Rupert Reid', 'Kevin Michael Richardson', 'David Roberts', 'Bruce Spence', 'Richard Sydenham', 'Che Timmins', 'Gina Torres', 'Clayton Watson', 'Hugo Weaving', 'Cornel West', 'Bernard White', 'Lambert Wilson', 'Anthony Brandon Wong', 'Anthony Zerbe', 'Craig Walker']","['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski', 'Lilly Wachowski']",108.0
306,Superman,1978.0,movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",7.3,166692.0,"['United States', 'United Kingdom', 'Canada', 'Switzerland', 'France']",['English'],"['Marlon Brando', 'Gene Hackman', 'Christopher Reeve', 'Ned Beatty', 'Jackie Cooper', 'Glenn Ford', 'Trevor Howard', 'Margot Kidder', ""Jack O'Halloran"", 'Valerie Perrine', 'Maria Schell', 'Terence Stamp', 'Phyllis Thaxter', 'Susannah York', 'Jeff East', 'Marc McClure', 'Sarah Douglas', 'Harry Andrews', 'Vass Anderson', 'John Hollis', 'James Garbutt', 'Michael Gover', 'David Neal', 'William Russell', 'Penelope Lee', 'John Stuart', 'Alan Cullen', 'Lee Quigley', 'Aaron Smolinski', 'Diane Sherry Case', 'Jeff Atcheson', 'Brad Flock', 'David Petrou', 'Billy J. Mitchell', 'Robert Henderson', 'Larry Lamb', 'James Brockington', 'John Cassady', 'John F. Parker', 'Antony Scott', 'Ray Evans', 'Sue Shifrin', 'Miquel Brown', 'Vincent Marzello', 'Ben Feitelson', 'Lise Hilboldt', 'Leueen Willoughby', 'Jill Ingham', 'Pieter Stuyck', 'Rex Reed', 'Weston Gavin', 'Steve Kahan', 'Ray Hassett', 'Randy Jurgensen', 'Matt Russo', 'Colin Skeaping', 'Bo Rucker', 'Paul Avery', 'David Baxt', 'George Harris II', 'Michael Harrigan', 'John Cording', 'Raymond Thompson', 'Oz Clarke', 'Rex Everhart', 'Jayne Tottman', 'Frank Lazarus', 'Brian Protheroe', 'Lawrence Trimble', 'Robert Whelan', 'David Calder', 'Norwich Duff', 'Keith Alexander', 'Michael Ensign', 'Larry Hagman', 'Paul Tuerpe', 'Graham McPherson', 'David Yorston', ""Robert O'Neill"", 'Robert MacLeod', 'John Ratzenberger', 'Alan Tilvern', 'Phil Brown', 'Bill Bailey', 'Burnell Tucker', 'Chief Tug Smith', 'Norman Warwick', 'Chuck Julian', 'Colin Etherington', 'Mark Wynter', 'Roy Stevens', 'Kirk Alyn', 'Jerry Baker', 'Roy Beck', 'Bruce Boa', 'Rodney Cardiff', 'Robert Dahdah', 'David de Keyser', 'Jack Dearlove', 'Richard Donner', 'Harry Fielder', 'Edward Finneran', 'Aidan Harrington', 'Alan Harris', 'Rob Hawk', 'John Ketteringham', 'George Leech', 'Noel Neill', ""Tony O'Leary"", 'Shane Rimmer', 'Robert Robinson', 'Pam Rose', 'Tony Selby', 'Sandy Shelton', 'Jeff Silk', 'Byron Sotiris', 'Marco St. John', 'Guy Standeven', 'Elizabeth Sweetman']",['Richard Donner'],"['Jerry Siegel', 'Joe Shuster', 'Mario Puzo']",105.0
307,Earth vs. the Flying Saucers,1956.0,movie,"['Action', 'Horror', 'Sci-Fi']",6.4,7433.0,['United States'],['English'],"['Hugh Marlowe', 'Joan Taylor', 'Donald Curtis', 'Morris Ankrum', 'John Zaremba', 'Thomas Browne Henry', 'Grandon Rhodes', 'Larry J. Blake', 'Fred Aldrich', 'Nicky Blair', 'Jimmy Cross', 'Jack Deery', 'Charles Evans', 'Raoul Freeman', 'Paul Frees', 'James Gonzalez', 'Duke Green', 'Ed Haskett', 'Clark Howat', 'Harry Lauter', 'Don Marlowe', 'William Meader', 'Sol Murgi', 'Forbes Murray', ""William J. O'Brien"", 'Murray Pollack', 'Mike Ragan', 'Alan Reynolds', 'Bert Stevens', 'Arthur Tovey', 'Dale Van Sickel', 'Guy Way', 'Bob Whitney', 'Frank Wilcox', 'Beal Wong', 'William Woodson']",['Fred F. Sears'],"['Bernard Gordon', 'George Worthing Yates', 'Curt Siodmak']",93.0
